OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20131007:085700:SR:VT:002,Sample-Routine,Water,,41554,0.372916667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892097239,,,Chlorophyll a,Unfiltered,20.54804919,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20131007%3A085700%3ASR%3AVT%3A002/results/892097239/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:49,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20130618:122500:SR:VT:002,Sample-Routine,Water,,41443,0.517361111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094397,,,Chlorophyll a,Unfiltered,128.9664857,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20130618%3A122500%3ASR%3AVT%3A002/results/892094397/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:31,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20130909:120000:SR:VT:002,Sample-Routine,Water,,41526,0.5,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096599,,,Chlorophyll a,Unfiltered,24.70428656,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20130909%3A120000%3ASR%3AVT%3A002/results/892096599/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:45,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002:20130423:100000:SR:VT:002,Sample-Routine,Water,,41387,0.416666667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,,,,,42.241722,-121.822306,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892092814,,,Chlorophyll a,Unfiltered,13.63151737,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0002%3A20130423%3A100000%3ASR%3AVT%3A002/results/892092814/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:23,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20130423:084800:SR:VT:002,Sample-Routine,Water,,41387,0.366666667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892092832,,,Chlorophyll a,Unfiltered,14.32228142,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20130423%3A084800%3ASR%3AVT%3A002/results/892092832/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:23,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20130618:114500:SR:VT:002,Sample-Routine,Water,,41443,0.489583333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094406,,,Chlorophyll a,Unfiltered,131.8685585,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20130618%3A114500%3ASR%3AVT%3A002/results/892094406/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:31,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002:20130618:100000:SR:VT:002,Sample-Routine,Water,,41443,0.416666667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,,,,,42.241722,-121.822306,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094388,,,Chlorophyll a,Unfiltered,120.9384521,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0002%3A20130618%3A100000%3ASR%3AVT%3A002/results/892094388/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:31,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20130812:104900:SR:VT:002,Sample-Routine,Water,,41498,0.450694444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095903,,,Chlorophyll a,Unfiltered,124.5963764,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20130812%3A104900%3ASR%3AVT%3A002/results/892095903/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:41,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20130506:142000:SR:VT:002,Sample-Routine,Water,,41400,0.597222222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892093249,,,Chlorophyll a,Unfiltered,8.69008633,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20130506%3A142000%3ASR%3AVT%3A002/results/892093249/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:25,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20130618:103700:SR:VT:002,Sample-Routine,Water,,41443,0.442361111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094370,,,Chlorophyll a,Unfiltered,89.5392142,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20130618%3A103700%3ASR%3AVT%3A002/results/892094370/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:31,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0007:20130618:132000:SR:VT:002,Sample-Routine,Water,,41443,0.555555556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0007,UPPER KLAMATH LAKE AT SHOAL WATER BAY,,,,,42.40725,-121.963083,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094442,,,Chlorophyll a,Unfiltered,173.0678247,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0007%3A20130618%3A132000%3ASR%3AVT%3A002/results/892094442/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:31,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20130423:120000:SR:VT:002,Sample-Routine,Water,,41387,0.5,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892092841,,,Chlorophyll a,Unfiltered,16.75384654,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20130423%3A120000%3ASR%3AVT%3A002/results/892092841/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:23,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20130909:124000:SR:VT:002,Sample-Routine,Water,,41526,0.527777778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096572,,,Chlorophyll a,Unfiltered,13.33400735,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20130909%3A124000%3ASR%3AVT%3A002/results/892096572/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:45,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20131021:143900:SR:VT:002,Sample-Routine,Water,,41568,0.610416667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892097525,,,Chlorophyll a,Unfiltered,6.213742323,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20131021%3A143900%3ASR%3AVT%3A002/results/892097525/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:50,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20130909:113000:SR:VT:002,Sample-Routine,Water,,41526,0.479166667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096536,,,Chlorophyll a,Unfiltered,9.110122534,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20130909%3A113000%3ASR%3AVT%3A002/results/892096536/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:45,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20130506:152500:SR:VT:002,Sample-Routine,Water,,41400,0.642361111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892093195,,,Chlorophyll a,Unfiltered,6.34595146,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20130506%3A152500%3ASR%3AVT%3A002/results/892093195/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:25,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20131202:090200:SR:VT:002,Sample-Routine,Water,,41610,0.376388889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892097932,,,Chlorophyll a,Unfiltered,19.42077619,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20131202%3A090200%3ASR%3AVT%3A002/results/892097932/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:52,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0008:20130923:133800:SR:VT:002,Sample-Routine,Water,,41540,0.568055556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0008,UPPER KLAMATH LAKE AT MID-LAKE NORTH,,,,,42.441361,-121.998833,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096872,,,Chlorophyll a,Unfiltered,9.890660128,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0008%3A20130923%3A133800%3ASR%3AVT%3A002/results/892096872/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:47,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20130827:145300:SR:VT:002,Sample-Routine,Water,,41513,0.620138889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096240,,,Chlorophyll a,Unfiltered,20.26704714,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20130827%3A145300%3ASR%3AVT%3A002/results/892096240/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:43,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20130423:160500:SR:VT:002,Sample-Routine,Water,,41387,0.670138889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892092751,,,Chlorophyll a,Unfiltered,3.623590206,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20130423%3A160500%3ASR%3AVT%3A002/results/892092751/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:22,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20130729:161300:SR:VT:002,Sample-Routine,Water,,41484,0.675694444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095501,,,Chlorophyll a,Unfiltered,104.6531001,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20130729%3A161300%3ASR%3AVT%3A002/results/892095501/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:38,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20130909:141000:SR:VT:002,Sample-Routine,Water,,41526,0.590277778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096518,,,Chlorophyll a,Unfiltered,5.411926203,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20130909%3A141000%3ASR%3AVT%3A002/results/892096518/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:45,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0008:20130827:141200:SR:VT:002,Sample-Routine,Water,,41513,0.591666667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0008,UPPER KLAMATH LAKE AT MID-LAKE NORTH,,,,,42.441361,-121.998833,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096204,,,Chlorophyll a,Unfiltered,8.330848366,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0008%3A20130827%3A141200%3ASR%3AVT%3A002/results/892096204/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:43,STORET
